Captain_Sequence	First_Cluster_Rep	Second_Cluster_Rep
penvul1_tyr9042	penvul1_tyr9042	penvul1_tyr9042
penvul1_tyr9044	penvul1_tyr9044	penfre1_tyr8816
penvul1_tyr9045	penvul1_tyr9045	penvul1_tyr9045
penvul1_tyr9048	penvul1_tyr9048	penvul1_tyr9048
penvul1_tyr9050	penvul1_tyr9050	penfre1_tyr8816
penzon1_OJJ42071.1	penzon1_OJJ42071.1	asppar13_tyr2371
penzon1_tyr9052	penzon1_tyr9052	penzon1_tyr9052
permac1_395901	permac1_395901	permac1_395901
permac1_578226	permac1_578226	permac1_578226
permac1_607348_577860	permac1_607348_577860	permac1_607348_577860
permac1_619719	permac1_619719	lenflu1_KAF2676861.1
permac1_664325	permac1_664325	permac1_664325
permac1_678355	permac1_678355	permac1_678355
permac1_678784_621147	permac1_678784_621147	permac1_678784_621147
permac1_700065	permac1_700065	permac1_700065
pesfic1_1296	pesfic1_1296	pesfic1_1296
pesfic1_5930	pesfic1_5930	pesfic1_5930
pesfic1_tyr9064	pesfic1_tyr9064	pesfic1_tyr9064
phaale1_1877	phamin1_EOO01307.1	phamin1_EOO01307.1
phaale1_tyr9068	phamin1_tyr9087	phamin1_tyr9087
phaale1_tyr9069	phamin1_tyr9084	phamin1_tyr9086
phaale1_tyr9070	phamin1_tyr9089	kredeu2_tyr7716
phaale1_tyr9073	phamin1_tyr9086	phamin1_tyr9086
phachl1_4316	phachl1_4316	phachl1_4316
phachl1_4396	phachl1_4396	phachl1_4396
phachl1_5833	phachl1_5833	phachl1_5833
phachl1_5955	phachl1_5955	phachl1_5955
phachl1_tyr9076	phachl1_tyr9076	phachl1_tyr9076
phachl1_tyr9077	phachl1_tyr9077	aspthe1_tyr2958
phamin1_EOO01307.1	phamin1_EOO01307.1	phamin1_EOO01307.1
phamin1_tyr9084	phamin1_tyr9084	phamin1_tyr9086
phamin1_tyr9086	phamin1_tyr9086	phamin1_tyr9086
phamin1_tyr9087	phamin1_tyr9087	phamin1_tyr9087
phamin1_tyr9089	phamin1_tyr9089	kredeu2_tyr7716
phicur1_TPX11403.1	phicur1_TPX11403.1	phicur1_TPX11403.1
phicur1_TPX13777.1	phicur1_TPX13777.1	phicur1_TPX13777.1
phisco1_133811	phisco1_133811	phisco1_133811
phisco1_678962	phisco1_678962	phisco1_678962
phisco1_737160_737161	phisco1_737160_737161	phisco1_737160_737161
phisco1_768042	phisco1_768042	phisco1_768042
phisco1_775319	phisco1_775319	phisco1_775319
phisub1_10021	phisub1_10021	acemac1_681948
phisub1_10803	phisub1_10803	phisub1_10803
phisub1_11482	phisub1_11482	phisub1_11482
phisub1_12136	phisub1_12136	hymalb1_CAG8982670.1
phisub1_12146	phisub1_12146	phisub1_11482
phisub1_14359	phisub1_14359	psesp.22_tyr9502
phisub1_14867	phisub1_14867	vergal1_118749
phisub1_15674	phisub1_15674	phisub1_15674
phisub1_17707	phisub1_17707	phisub1_17707
phisub1_17749	phisub1_17749	phisub1_17749
phisub1_18527_18528	phisub1_18527_18528	phisub1_18527_18528
phisub1_19656	phisub1_19656	phisub1_19656
phisub1_6157	phisub1_6157	phisub1_6157
phisub1_tyr9109	phisub1_tyr9109	cudaci1_KAF4628464.1_KAF4628466.1
phisub1_tyr9116	phisub1_tyr9116	phisub1_tyr9116
phisub1_tyr9117	phisub1_tyr9117	claely1_177683
phisub1_tyr9118	phisub1_tyr9118	phisub1_tyr9118
phlbre1_15608	phlbre1_15608	phlbre1_15608
phlsp.1_1968385	phlsp.1_1968385	phlsp.1_1968385
phlsp.1_tyr9122	phlsp.1_tyr9122	phlsp.1_tyr9122
photra1_26667	pletra1_KAF2844334.1	altros2_tyr189
photra1_410692	pletra1_KAF2844182.1	pletra1_KAF2844182.1
photra1_436700	pletra1_KAF2844076.1	lenflu1_KAF2676861.1
photra1_436829	pletra1_KAF2844130.1	pletra1_KAF2844130.1
photra1_436887	pletra1_KAF2844076.1	lenflu1_KAF2676861.1
photra1_436948	pletra1_KAF2844020.1	bimnov1_309332
photra1_45768	pletra1_KAF2844126.1	lenflu1_KAF2676861.1
photra1_473850_122045	pletra1_KAF2843864.1_KAF2843865.1	pletra1_KAF2843864.1_KAF2843865.1
photra1_490368	pletra1_KAF2849805.1	pletra1_KAF2849805.1
photra1_494282	pletra1_KAF2843950.1	decgau1_636434
photra1_502719	pletra1_KAF2845010.1	decgau1_636434
photra1_519030_367524	pletra1_KAF2849432.1_KAF2849433.1	pletra1_KAF2849432.1_KAF2849433.1
photra1_548498	pletra1_KAF2844512.1	decgau1_636434
phycit14_457477	phycit14_457477	phycit14_457477
piloli1_607297	piloli1_607297	piloli1_607297
plecuc2_227387	plecuc2_227387	plecuc2_227387
plecuc2_26721	plecuc2_26721	clorhi1_VUC06060.1
plecuc2_273448_347438	plecuc2_273448_347438	plecuc2_273448_347438
plecuc2_309523	plecuc2_309523	fusfus24_tyr5659
plecuc2_353822	plecuc2_353822	plecuc2_353822
plecuc2_357977	plecuc2_26721	clorhi1_VUC06060.1
pletra1_KAF2843864.1_KAF2843865.1	pletra1_KAF2843864.1_KAF2843865.1	pletra1_KAF2843864.1_KAF2843865.1
pletra1_KAF2843950.1	pletra1_KAF2843950.1	decgau1_636434
pletra1_KAF2844020.1	pletra1_KAF2844020.1	bimnov1_309332
pletra1_KAF2844076.1	pletra1_KAF2844076.1	lenflu1_KAF2676861.1
pletra1_KAF2844126.1	pletra1_KAF2844126.1	lenflu1_KAF2676861.1
pletra1_KAF2844130.1	pletra1_KAF2844130.1	pletra1_KAF2844130.1
pletra1_KAF2844182.1	pletra1_KAF2844182.1	pletra1_KAF2844182.1
pletra1_KAF2844244.1	pletra1_KAF2844076.1	lenflu1_KAF2676861.1
pletra1_KAF2844334.1	pletra1_KAF2844334.1	altros2_tyr189
pletra1_KAF2844512.1	pletra1_KAF2844512.1	decgau1_636434
pletra1_KAF2845010.1	pletra1_KAF2845010.1	decgau1_636434
pletra1_KAF2849432.1_KAF2849433.1	pletra1_KAF2849432.1_KAF2849433.1	pletra1_KAF2849432.1_KAF2849433.1
pletra1_KAF2849805.1	pletra1_KAF2849805.1	pletra1_KAF2849805.1
pocchl2_RZR61271.1	pocchl2_RZR61271.1	pocchl2_RZR61271.1
pocchl2_RZR61296.1	pocchl2_RZR61296.1	pocchl2_RZR61296.1
pocchl2_RZR63260.1	pocchl2_RZR63260.1	metmaj1_10173
pocchl2_RZR63757.1	pocchl2_RZR63757.1	pocchl2_RZR63757.1
pocchl2_RZR64022.1	pocchl2_RZR64022.1	pocchl2_RZR64022.1
pocchl2_RZR69159.1	pocchl2_RZR69159.1	fusrus1_tyr6576
pocchl2_RZR69165.1	pocchl2_RZR69165.1	pocchl2_RZR69165.1
pocchl2_RZR70293.1	pocchl2_RZR70293.1	pocchl2_RZR70293.1
pocchl3_OAQ57486.1	pocchl3_OAQ58440.1	fusrus1_tyr6576
pocchl3_OAQ57905.2	pocchl3_OAQ57905.2	pocchl3_OAQ57905.2
pocchl3_OAQ58037.1	pocchl3_OAQ58037.1	fusrus1_tyr6576
pocchl3_OAQ58141.2	pocchl3_OAQ58141.2	clorhi1_VUC06060.1
pocchl3_OAQ58191.1	pocchl3_OAQ58191.1	fusrus1_tyr6576
pocchl3_OAQ58393.1	pocchl3_OAQ58393.1	consp.1_1039156
pocchl3_OAQ58440.1	pocchl3_OAQ58440.1	fusrus1_tyr6576
pocchl3_OAQ58761.1	pocchl3_tyr9167	consp.1_1039156
pocchl3_OAQ58800.1	pocchl3_OAQ59732.1	clorhi1_VUC06060.1
pocchl3_OAQ59732.1	pocchl3_OAQ59732.1	clorhi1_VUC06060.1
pocchl3_OAQ60150.1	pocchl3_OAQ60150.1	pocchl3_OAQ60150.1
pocchl3_OAQ60539.2	pocchl3_OAQ60539.2	pocchl3_OAQ60539.2
pocchl3_OAQ60875.1	pocchl3_OAQ60875.1	clorhi1_VUC06060.1
pocchl3_OWT42295.1_OAQ57585.1	pocchl3_OWT42295.1_OAQ57585.1	metbru1_tyr8161
pocchl3_OWT43616.1	pocchl3_OAQ58037.1	fusrus1_tyr6576
pocchl3_tyr9167	pocchl3_tyr9167	consp.1_1039156
pocchl3_tyr9178	pocchl3_tyr9178	pocchl3_OAQ57905.2
pocchl3_tyr9184	pocchl3_tyr9184	pocchl2_RZR64022.1
pocchl3_tyr9189	pocchl3_tyr9189	dacest1_623950
podans1_209680	podans1_209680	podans1_209680
podans1_tyr9191	podcom1_tyr9194	podcom1_tyr9194
podcom1_tyr9193	podcom1_tyr9193	podcom1_tyr9193
podcom1_tyr9194	podcom1_tyr9194	podcom1_tyr9194
podcom1_tyr9195	podcom1_tyr9195	podcom1_tyr9195
podcom1_tyr9196	podcom1_tyr9196	podcom1_tyr9196
polfus1_16250	polfus1_16250	polfus1_16250
polfus1_391195	polfus1_391195	polfus1_391195
polfus1_408015	polfus1_408015	polfus1_408015
polfus1_448155	polfus1_448155	polfus1_448155
polfus1_451066_133495	polfus1_451066_133495	polfus1_451066_133495
polfus1_506713	polfus1_506713	polfus1_506713
polfus1_527418	polfus1_527418	polfus1_527418
polfus1_528146	polfus1_528146	xylbam1_657765
polfus1_539319	polfus1_539319	polfus1_539319
polfus1_554701	polfus1_554701	lopmac1_KAF2650664.1
polfus1_563474	polfus1_563474	polfus1_563474
polfus1_594435_594441	polfus1_594435_594441	polfus1_594435_594441
polfus1_595134	polfus1_595134	polfus1_595134
polfus1_599705	polfus1_599705	polfus1_599705
polfus1_606100	polfus1_606100	polfus1_606100
polfus1_tyr9202	polfus1_tyr9202	polfus1_tyr9202
polhys1_2618	polhys1_2618	polhys1_2618
polhys1_3689	polhys1_3689	polhys1_3689
polhys1_3907	polhys1_3907	blaper1_5882
polhys1_3922	polhys1_3922	paeniv1_60142
polhys1_6014	polhys1_6014	polhys1_6014
polhys1_6343	polhys1_6343	polhys1_6343
polhys1_8875	polhys1_8875	polhys1_2618
polhys1_9245	polhys1_9245	parlut1_4917
polhys1_9287	blader5_EQL35061.1	blaper1_5882
polsqu1_536378	polsqu1_536378	polsqu1_536378
psedes1_1108	psedes1_1108	psever1_5062
psedes1_1536	psedes1_1536	psesp.22_KFZ04237.1
psedes1_2278	psedes1_2278	psesp.4_8776_8777_8778
psedes1_2910	psedes1_2910	psedes1_tyr9247
psedes1_3167	psedes1_3167	psedes1_3167
psedes1_4703	psesp.2_7981	lacari1_TVY12806.1
psedes1_5856_5857	psedes1_5856_5857	psesp.4_4487_4488
psedes1_5938	psedes1_5938	psedes1_5938
psedes1_666	psedes1_666	melbic1_634125
psedes1_7813	psesp.11_OBT54206.1	psesp.4_8776_8777_8778
psedes1_7963_7964	psedes1_7963_7964	psesp.4_1253_1254
psedes1_8334_8335	psedes1_8334_8335	psedes1_8334_8335
psedes1_8945	psesp.8_1780	melbic1_634125
psedes1_9006	psedes1_9006	psedes1_9006
psedes1_9222	psedes1_9222	oidmai1_62373_62374
psedes1_tyr9228	psedes1_tyr9228	psever1_5062
psedes1_tyr9229	psesp.18_KFY46141.1_KFY46142.1	psesp.18_KFY46141.1_KFY46142.1
psedes1_tyr9230	psedes1_tyr9230	psedes1_tyr9230
psedes1_tyr9234	psedes1_tyr9234	psedes1_tyr9234
psedes1_tyr9238	psedes1_tyr9238	psedes1_tyr9238
psedes1_tyr9241	psedes1_tyr9241	rutsp.3_tyr10054
psedes1_tyr9242	psedes1_tyr9242	psedes1_tyr9242
psedes1_tyr9244	psedes1_tyr9263	psedes1_tyr9263
psedes1_tyr9247	psedes1_tyr9247	psedes1_tyr9247
psedes1_tyr9250	psedes1_tyr9250	psedes1_tyr9263
psedes1_tyr9254	psedes1_tyr9254	psever1_5062
psedes1_tyr9256	psesp.18_KFY46141.1_KFY46142.1	psesp.18_KFY46141.1_KFY46142.1
psedes1_tyr9257	psedes1_tyr9265	psesp.4_tyr9585
psedes1_tyr9258	psedes1_tyr9258	psedes1_tyr9258
psedes1_tyr9259	psedes1_tyr9250	psedes1_tyr9263
psedes1_tyr9260	psedes1_tyr9260	psesp.11_OBT54041.1
psedes1_tyr9263	psedes1_tyr9263	psedes1_tyr9263
psedes1_tyr9265	psedes1_tyr9265	psesp.4_tyr9585
pseeum1_KXS98141.1	pseeum1_KXS98141.1	pseeum1_KXS98141.1
pseeum1_tyr9267	pseeum1_tyr9267	pseeum1_tyr9267
psefij1_EME77334.1	psefij1_EME77334.1	psefij1_EME77334.1
psefij1_EME85029.1	psefij1_EME85029.1	psefij1_EME85029.1
pseflo1_2014	pseflo1_2014	pseflo1_2014
pseflo1_6738	pseflo1_6738	pseflo1_6738
pseflo1_958	antflo1_EPQ28709.1	antflo1_EPQ28709.1
pseful1_KAF7185401.1	pseful1_KAF7185401.1	pseful1_KAF7185401.1
pseful1_KAF7190950.1	pseful1_KAF7190950.1	pseful1_KAF7190950.1
pseful1_tyr9278	pseful1_tyr9278	pseful1_tyr9278
psehyp1_505659	psehyp1_505659	psehyp1_505659
psemus1_tyr9280	psemus1_tyr9280	psemus1_tyr9280
psesp.10_OBT59874.1	psesp.10_OBT59874.1	psesp.10_OBT59874.1
psesp.10_OBT60234.1	psesp.10_OBT60234.1	psever1_5062
psesp.10_OBT60518.1	psesp.10_OBT60518.1	melbic1_634125
psesp.10_OBT60850.1_OBT60860.1	psesp.10_OBT60850.1_OBT60860.1	psesp.10_OBT60850.1_OBT60860.1
psesp.10_OBT61471.1	psesp.10_OBT61471.1	psesp.5_10696
psesp.10_OBT66236.1	psesp.10_OBT66236.1	psesp.10_OBT66236.1
psesp.10_OBT69089.1	psesp.10_OBT69089.1	psesp.10_OBT69089.1
psesp.10_tyr9285	psesp.10_tyr9285	psesp.4_8776_8777_8778
psesp.10_tyr9288	psesp.10_tyr9288	psever1_tyr9645
psesp.10_tyr9292	psesp.10_tyr9292	psesp.11_OBT51882.1_OBT51880.1
psesp.10_tyr9293	psesp.10_tyr9293	psesp.10_tyr9293
psesp.11_OBT51882.1_OBT51880.1	psesp.11_OBT51882.1_OBT51880.1	psesp.11_OBT51882.1_OBT51880.1
psesp.11_OBT53129.1	psesp.11_OBT53129.1	melbic1_634125
psesp.11_OBT53809.1	psesp.11_OBT53809.1	psesp.11_OBT53809.1
psesp.11_OBT54041.1	psesp.11_OBT54041.1	psesp.11_OBT54041.1
psesp.11_OBT54206.1	psesp.11_OBT54206.1	psesp.4_8776_8777_8778
psesp.11_OBT54499.1	psesp.11_OBT54499.1	psesp.18_KFY46141.1_KFY46142.1
psesp.11_OBT56677.1_OBT56678.1	psesp.11_OBT56677.1_OBT56678.1	psesp.4_1253_1254
psesp.11_tyr9298	psesp.11_tyr9298	psesp.12_tyr9342
psesp.11_tyr9301	psesp.11_tyr9301	psesp.11_tyr9301
psesp.11_tyr9305	psesp.11_tyr9305	psesp.6_tyr9619
psesp.11_tyr9306	psesp.11_tyr9306	psesp.4_tyr9585
psesp.12_OBT38476.1	psesp.12_OBT38476.1	psesp.12_tyr9342
psesp.12_OBT38485.1_OBT38484.1_OBT38482.1	psesp.12_OBT38485.1_OBT38484.1_OBT38482.1	psesp.12_OBT38485.1_OBT38484.1_OBT38482.1
psesp.12_OBT38582.1	psesp.11_OBT54206.1	psesp.4_8776_8777_8778
psesp.12_OBT38598.1	psesp.10_OBT69089.1	psesp.10_OBT69089.1
psesp.12_OBT38904.1	psesp.12_OBT38904.1	psesp.4_1253_1254
psesp.12_OBT39123.1	psesp.12_OBT39123.1	lacari1_TVY12806.1
psesp.12_OBT39661.1_OBT39658.1_OBT39659.1	psesp.12_OBT39661.1_OBT39658.1_OBT39659.1	psesp.12_OBT39661.1_OBT39658.1_OBT39659.1
psesp.12_OBT40038.1	psesp.12_OBT40038.1	psedes1_tyr9263
psesp.12_OBT40546.1	psesp.12_OBT40546.1	psever1_9422
psesp.12_OBT41613.1_OBT41612.1_OBT41611.1	psesp.12_OBT41613.1_OBT41612.1_OBT41611.1	psesp.4_8776_8777_8778
psesp.12_OBT45612.1	psesp.12_OBT45612.1	psesp.12_OBT45612.1
psesp.12_tyr9309	psesp.12_tyr9309	psesp.12_tyr9309
psesp.12_tyr9310	psesp.12_tyr9310	psesp.12_tyr9310
psesp.12_tyr9311	psesp.12_tyr9311	psesp.15_KFY57135.1_KFY57136.1
psesp.12_tyr9315	psesp.12_tyr9315	psesp.11_OBT51882.1_OBT51880.1
psesp.12_tyr9316	psesp.12_tyr9335	psesp.11_tyr9301
psesp.12_tyr9318	psesp.12_tyr9318	psesp.12_tyr9318
psesp.12_tyr9319	psesp.12_tyr9319	psever1_5062
psesp.12_tyr9321	psesp.12_tyr9321	psesp.12_tyr9321
psesp.12_tyr9322	psesp.12_tyr9322	psesp.12_tyr9322
psesp.12_tyr9323	psesp.12_tyr9323	psesp.12_tyr9323
psesp.12_tyr9324	psesp.12_tyr9324	psever1_5062
psesp.12_tyr9326	psesp.12_tyr9326	psesp.11_OBT51882.1_OBT51880.1
psesp.12_tyr9327	psesp.12_tyr9327	psesp.12_tyr9327
psesp.12_tyr9328	psesp.12_tyr9328	psesp.12_tyr9328
psesp.12_tyr9330	psesp.12_tyr9330	psesp.22_KFZ20555.1
psesp.12_tyr9335	psesp.12_tyr9335	psesp.11_tyr9301
psesp.12_tyr9337	psesp.12_tyr9337	psesp.11_OBT51882.1_OBT51880.1
psesp.12_tyr9338	psesp.12_tyr9338	psesp.2_tyr9554
psesp.12_tyr9339	psesp.8_1780	melbic1_634125
psesp.12_tyr9342	psesp.12_tyr9342	psesp.12_tyr9342
psesp.12_tyr9343	psesp.12_tyr9343	psesp.12_tyr9343
psesp.12_tyr9345	psesp.12_tyr9345	psesp.12_tyr9345
psesp.13_KFX89146.1	psesp.13_KFY02188.1	psesp.13_KFY02188.1
psesp.13_KFX90409.1	psesp.13_KFX90409.1	psesp.13_KFX90409.1
psesp.13_KFX93134.1	psesp.13_KFX93134.1	psesp.13_KFX93134.1
psesp.13_KFX99979.1	psesp.13_KFX99979.1	psesp.13_KFX99979.1
psesp.13_KFY02177.1	psesp.4_1253_1254	psesp.4_1253_1254
psesp.13_KFY02188.1	psesp.13_KFY02188.1	psesp.13_KFY02188.1
psesp.13_KFY02309.1	psesp.13_KFY02309.1	psesp.14_KFY19959.1
psesp.13_KFY03270.1	psesp.13_KFY03270.1	psesp.4_tyr9585
psesp.13_KFY03279.1	psesp.13_KFY03279.1	psesp.17_KFY96903.1
psesp.13_KFY03611.1	psesp.17_KFY96903.1	psesp.17_KFY96903.1
psesp.13_tyr9349	psesp.20_KFY62705.1	aspwel3_tyr3172
psesp.13_tyr9350	psesp.13_tyr9350	psesp.13_tyr9350
psesp.14_KFY18709.1	psesp.14_KFY18709.1	psesp.14_KFY18709.1
psesp.14_KFY19959.1	psesp.14_KFY19959.1	psesp.14_KFY19959.1
psesp.14_KFY20107.1	psesp.14_KFY20107.1	psesp.14_KFY20107.1
psesp.14_KFY20652.1	psesp.14_KFY20652.1	psesp.14_KFY20652.1
psesp.14_KFY24325.1	psesp.14_KFY24325.1	psesp.14_KFY24325.1
psesp.14_KFY24906.1	psesp.14_KFY24906.1	psesp.14_KFY24906.1
psesp.14_KFY30622.1	psesp.14_KFY30622.1	psesp.18_KFY46141.1_KFY46142.1
psesp.14_KFY31300.1	psesp.14_KFY31300.1	psesp.4_1253_1254
psesp.14_KFY31799.1	psesp.14_KFY31799.1	psesp.14_KFY31799.1
psesp.14_KFY31966.1	psesp.14_KFY31966.1	psesp.14_KFY31966.1
psesp.14_KFY32308.1	psesp.14_KFY32308.1	cudaci1_KAF4625152.1
psesp.14_KFY32551.1	psesp.14_KFY32551.1	psesp.11_OBT51882.1_OBT51880.1
psesp.14_tyr9369	psesp.14_tyr9369	psesp.14_tyr9369
psesp.14_tyr9380	psesp.14_tyr9380	psesp.14_tyr9380
psesp.15_KFY48818.1	psesp.15_KFY48818.1	psesp.6_5728
psesp.15_KFY57135.1_KFY57136.1	psesp.15_KFY57135.1_KFY57136.1	psesp.15_KFY57135.1_KFY57136.1
psesp.15_KFY59512.1	psesp.16_KFY82747.1	psesp.16_KFY82747.1
psesp.15_KFY65136.1	psesp.15_KFY65136.1	psesp.15_KFY65136.1
psesp.15_KFY66241.1_KFY66242.1	psesp.15_KFY66241.1_KFY66242.1	psesp.4_tyr9585
psesp.15_KFY66947.1	psesp.15_KFY66947.1	psever1_9422
psesp.15_KFY68137.1_KFY68138.1_KFY68139.1	psesp.16_KFY77440.1_KFY77441.1_KFY77442.1	psesp.4_1253_1254
psesp.15_KFY68446.1	psesp.15_KFY68446.1	psesp.18_KFY46141.1_KFY46142.1
psesp.15_KFY68451.1	psesp.15_KFY68451.1	psesp.18_KFY46141.1_KFY46142.1
psesp.15_tyr9384	psesp.15_tyr9384	psesp.11_OBT51882.1_OBT51880.1
psesp.15_tyr9385	psesp.15_tyr9385	psesp.12_tyr9343
psesp.15_tyr9392	psesp.15_tyr9392	psesp.15_tyr9392
psesp.16_KFY77440.1_KFY77441.1_KFY77442.1	psesp.16_KFY77440.1_KFY77441.1_KFY77442.1	psesp.4_1253_1254
psesp.16_KFY80299.1	psesp.16_KFY80299.1	psesp.4_8776_8777_8778
psesp.16_KFY82747.1	psesp.16_KFY82747.1	psesp.16_KFY82747.1
psesp.16_KFY89749.1	psesp.16_KFY89749.1	psesp.16_KFY89749.1
psesp.16_KFY92482.1	psesp.11_tyr9306	psesp.4_tyr9585
psesp.16_KFY94130.1	psesp.11_tyr9306	psesp.4_tyr9585
psesp.16_KFY95956.1	psesp.15_KFY68446.1	psesp.18_KFY46141.1_KFY46142.1
psesp.16_KFY95961.1	psesp.16_KFY95961.1	psesp.18_KFY46141.1_KFY46142.1
psesp.16_KFY96071.1	psesp.8_1780	melbic1_634125
psesp.16_KFY96073.1	psesp.22_KFZ19989.1	crymin1_TKA75461.1
psesp.16_KFY97255.1	psesp.16_KFY97255.1	psesp.4_tyr9584
psesp.16_tyr9402	psesp.16_tyr9402	psesp.15_tyr9392
psesp.16_tyr9413	psesp.16_tyr9413	psesp.12_tyr9342
psesp.16_tyr9414	psesp.15_tyr9384	psesp.11_OBT51882.1_OBT51880.1
psesp.16_tyr9417	psesp.16_tyr9417	psesp.16_tyr9417
psesp.16_tyr9418	psesp.16_tyr9418	psesp.16_tyr9418
psesp.17_KFY89160.1	psesp.17_KFY89160.1	amyenc1_537715
psesp.17_KFY90478.1	psesp.17_KFY90478.1	psesp.22_KFZ20555.1
psesp.17_KFY90640.1	psesp.17_KFY90640.1	psesp.14_tyr9369
psesp.17_KFY91182.1	psesp.17_KFY91182.1	psever1_5062
psesp.17_KFY91607.1	psesp.17_KFY91607.1	psesp.17_KFY91607.1
psesp.17_KFY93086.1	psesp.8_1780	melbic1_634125
psesp.17_KFY93904.1	psesp.17_KFY93904.1	psesp.22_KFZ20555.1
psesp.17_KFY94199.1	psesp.17_KFY94199.1	psesp.15_KFY57135.1_KFY57136.1
psesp.17_KFY94270.1	psesp.17_KFY94270.1	psesp.4_tyr9584
psesp.17_KFY94604.1	psesp.17_KFY94604.1	psesp.4_8776_8777_8778
psesp.17_KFY96390.1_KFY96391.1	psesp.18_KFY46141.1_KFY46142.1	psesp.18_KFY46141.1_KFY46142.1
psesp.17_KFY96903.1	psesp.17_KFY96903.1	psesp.17_KFY96903.1
psesp.17_KFY97808.1	psesp.18_KFY46141.1_KFY46142.1	psesp.18_KFY46141.1_KFY46142.1
psesp.17_KFY98387.1	psesp.17_KFY98387.1	psesp.17_KFY98387.1
psesp.17_KFY98673.1	psesp.17_KFY98673.1	psesp.17_KFY98673.1
psesp.17_KFY98982.1	psesp.22_KFZ18184.1	psesp.22_KFZ18184.1
psesp.17_KFY99119.1	psesp.17_KFY99119.1	zalvar1_620945
psesp.17_KFZ00476.1	psesp.17_KFZ00476.1	psesp.17_KFZ00476.1
psesp.17_KFZ02587.1	psesp.17_KFZ02587.1	melbic1_634125
psesp.17_KFZ02619.1	psesp.17_KFZ02619.1	psesp.17_KFZ02619.1
psesp.17_tyr9423	psesp.13_KFY02309.1	psesp.14_KFY19959.1
psesp.17_tyr9425	psesp.17_tyr9425	psedes1_tyr9234
psesp.17_tyr9427	psesp.17_tyr9427	psesp.17_tyr9427
psesp.17_tyr9430	psesp.17_tyr9430	psesp.17_tyr9430
psesp.18_KFY33913.1	psesp.8_1780	melbic1_634125
psesp.18_KFY36155.1	psesp.18_KFY36155.1	psever1_5062
psesp.18_KFY41822.1	psesp.18_KFY41822.1	psesp.4_1253_1254
psesp.18_KFY43691.1	psesp.18_KFY43691.1	psesp.16_KFY82747.1
psesp.18_KFY46137.1	psesp.18_KFY46137.1	psesp.13_KFY02188.1
psesp.18_KFY46141.1_KFY46142.1	psesp.18_KFY46141.1_KFY46142.1	psesp.18_KFY46141.1_KFY46142.1
psesp.18_KFY46633.1	psesp.18_KFY46635.1	psesp.17_KFZ00476.1
psesp.18_KFY46635.1	psesp.18_KFY46635.1	psesp.17_KFZ00476.1
psesp.18_tyr9456	psesp.18_tyr9456	psever1_5062
psesp.20_KFY52992.1	psesp.6_5728	psesp.6_5728
psesp.20_KFY53046.1	psesp.20_KFY53046.1	psesp.20_KFY53046.1
psesp.20_KFY62705.1	psesp.20_KFY62705.1	aspwel3_tyr3172
psesp.20_KFY66528.1	psesp.3_7627	psesp.3_7627
psesp.20_KFY66742.1	psesp.6_1423	psesp.4_8776_8777_8778
psesp.20_KFY66944.1	psesp.20_KFY66944.1	psesp.20_KFY66944.1
psesp.20_KFY67193.1_KFY67194.1	psesp.20_KFY67193.1_KFY67194.1	crymin1_TKA75461.1
psesp.20_KFY67528.1	psesp.6_tyr9616	psesp.4_4487_4488
psesp.20_tyr9479	psesp.6_tyr9619	psesp.6_tyr9619
psesp.21_KFX94644.1_KFX94643.1	psesp.18_KFY46141.1_KFY46142.1	psesp.18_KFY46141.1_KFY46142.1
psesp.21_KFY02480.1	psesp.17_KFZ02587.1	melbic1_634125
psesp.21_KFY03223.1	psesp.21_KFY03223.1	psesp.21_KFY03223.1
psesp.21_KFY05124.1	psesp.21_KFY05124.1	psesp.17_KFY91607.1
psesp.21_tyr9487	psesp.21_tyr9487	psesp.21_tyr9487
psesp.22_KFZ04237.1	psesp.22_KFZ04237.1	psesp.22_KFZ04237.1
psesp.22_KFZ11199.1	psesp.22_KFZ11199.1	psesp.11_OBT51882.1_OBT51880.1
psesp.22_KFZ13483.1	psesp.22_KFZ13483.1	psesp.4_tyr9584
psesp.22_KFZ13522.1	psesp.22_KFZ13522.1	cadmal1_KAG4411212.1
psesp.22_KFZ14161.1	psesp.22_KFZ14161.1	psesp.22_KFZ14161.1
psesp.22_KFZ14619.1	psedes1_tyr9265	psesp.4_tyr9585
psesp.22_KFZ15528.1	psesp.22_KFZ15528.1	psesp.22_KFZ15528.1
psesp.22_KFZ16325.1	psesp.2_7981	lacari1_TVY12806.1
psesp.22_KFZ16396.1_KFZ16397.1	psesp.22_KFZ16396.1_KFZ16397.1	psesp.4_tyr9585
psesp.22_KFZ17812.1	psesp.22_KFZ17812.1	psesp.4_4487_4488
psesp.22_KFZ18161.1	psesp.8_1780	melbic1_634125
psesp.22_KFZ18184.1	psesp.22_KFZ18184.1	psesp.22_KFZ18184.1
psesp.22_KFZ19290.1	psesp.22_KFZ19290.1	chlaer1_TAQ83756.1
psesp.22_KFZ19459.1	psesp.22_KFZ19459.1	psesp.22_KFZ19495.1
psesp.22_KFZ19495.1	psesp.22_KFZ19495.1	psesp.22_KFZ19495.1
psesp.22_KFZ19989.1	psesp.22_KFZ19989.1	crymin1_TKA75461.1
psesp.22_KFZ20126.1	psedes1_2910	psedes1_tyr9247
psesp.22_KFZ20429.1	psesp.22_KFZ20429.1	psesp.17_KFZ00476.1
